job_title,job_location,job_date_posted,job_qualifications,job_summary,job_description,job_education_experience,job_additional_qualifications
Lead Data Engineer- MSI,"Santa Clara Valley (Cupertino), California, United States","May 2, 2022","['5+ years of work experience in Java, Scala, Kotlin Python, Elixir, Rust, or equivalent programming language', 'Software engineering or data engineering experience through the full software development lifecycle', 'Deep SQL expertise, data modeling, and data governance in relational databases', 'Working with multiple data storage and analysis toolsets—including current distributed technologies: Druid, Snowflake, SparkSQL, Presto, Hive, Kafka, Redshift or analogous architectures a plus.', 'Experience using ETL/ELT tools and technologies: Reltio, Stibo, Informatica, Apache Atlas, Linkedin DataHub, Lyft Amundsen, Netflix Metacat or Uber Databook or DBT a plus', 'Solid grasp of using cloud native solutions and Data Security on Cloud based applications', 'Building data streaming solutions using Apache Spark (both batch and streaming), Storm/Flink/Flume preferred as well', 'Experience in handling architectural and design considerations such as performance, scalability, reusability and flexibility issues', 'Envision and expertly express the benefits and constraints of technology solutions to technology partners, business partners, and team members', 'Active contributions to open source projects is a plus']","Location: Cupertino, CA 

Are you a passionate engineer with a product mindset? Do you want to help build a data mesh from the ground up? MSI is looking for a Lead Data Mesh engineer to help enable Apple to build ground breaking products!

As our Lead Data Mesh Engineer, you are an integral part of a small data-centric team driving large-scale data infrastructure and processes development, implementation, and improvement.

Our organization thrives on collaborative partnerships. Join and play a key role in developing and driving the adoption of Data Mesh and data-centric micro-services. Apple's Manufacturing Systems and Infrastructure (MSI) team is responsible for capturing, consolidating and tracking all manufacturing data for Apple’s products and modules worldwide. 

Our tools enable teams to confidently use data to shape the next generation of product manufacturing at Apple. We seek a practitioner with experience building large-scale data platforms, analytic tools, and solutions. If you are passionate about making data easily accessible, trusted, and available across the entire business at scale, we'd love to hear from you.","We are evolving our core data platform including: 

-  How data is collected, moved, stored, and processed

-  What data is collected and where it is stored

-  How to apply machine learning across large datasets

As a part of our team, you’ll be responsible for:

-  Driving design and development of data models

-  Implementation and delivery of Enterprise Data Mesh solution for interoperability among various data sets

-  Innovation: you'll explore data-centric platform technologies and implement the technologies that you recommend

-  Spotting and implementing optimizations across data usage from multidisciplinary teams

-  Ensuring data health & quality through monitoring and alerting tools

-  Planning robust systems that gracefully recover from outages and system issues

-  Provide support for both Analytics and Operational Platforms","B.S., M.S. or Ph.D. in Computer Science or equivalent experience.


Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.","['BONUS', '-  Experience with data visualization frameworks such as D3', '-  Knowledge in Kubernetes']"
"Software Engineer - Data, Global Business Intelligence","Austin, Texas, United States","May 2, 2022","['Experience in designing and building dimensional data models to improve accessibility, efficiency, and quality of data a plus', 'Database development experience with Relational or MPP/distributed systems such as Oracle/Teradata/Vertica/Hadoop (we need to add aspects of cloud)', 'Programming experience in building high quality software. Skills with Java, Python or Scala preferred', 'Experience in designing and developing ETL data pipelines. Should be proficient in writing Advanced SQLs, Expertise in performance tuning of SQLs', 'Demonstrate strong understanding of development processes and agile methodologies', 'Strong analytical and communication skills', 'Self-driven, highly motivated and ability to learn quick', 'Experience with or advanced courses on data science and machine learning is a plus', 'Work/project experience with big data and advanced programming languages is a plus', 'Experience developing Big Data/Hadoop applications using java, Spark, hive, oozie, Kafka, and Map Reduce is a huge plus', 'Experience with Tableau and BO a plus']","At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. 
Would you like to work in a fast-paced environment where your technical abilities will be challenged on a day-to-day basis? If so, Apple's Global Business Intelligence (GBI) team is seeking a Data Engineer to build high quality, scalable and resilient solutions that empowers the business. Apple's Enterprise Data warehouse landscape caters to a wide variety of real-time, near real-time and batch analytical solutions. These solutions are integral part of business functions like Sales, Operations, Finance, AppleCare, Marketing and Internet Services, enabling business drivers to make critical decisions. We leverage a diverse technology stacks such as Snowflake, AWS, Teradata, HANA, Hadoop, Kafka, Spark, Cassandra and beyond. Designing, Developing and scaling these big data technologies are a core part of our daily job. 
The ideal candidate for this position, should have passion for data, will be able think outside of the box and should have passion for building analytics solutions to enable our business partners to make time sensitive and critical decisions.","Design and build data structures on MPP platform like Teradata or , Hadoop to provide efficient reporting and analytics capability Design and build highly scalable data pipelines using new generation tools and technologies like SparkSpark and , Kafka Translate complex business requirements into scalable technical solutions, meeting data warehousing design standards Strong understanding of analytics needs and a proactive approach, focusing on reusable solutions to improve the efficiency Build dashboards using Self-Service tools like Tableau and perform iterative data analysis to support business Collaborate with multiple cross functional teams and work on solutions which has larger impact on Apple business",Bachelor's Degree,"['Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants. We at Apple we are committed to working with and providing reasonable accommodation']"
"AI/ML - Sr Data Engineer (Knowledge Platform), Information Intelligence","Seattle, Washington, United States","May 2, 2022","['3 years of experience as a Software Engineer processing large-scale datasets', 'Excellent programming skills — e.g. Python, Go, Java, Scala.', 'Excellent problem-solving, analytic, and debugging skills', 'Solid computer science and systems foundations; ability to quickly learn new domains', 'Proven software development skills in UNIX-type OS (e.g. Linux, Mac OS)', 'Experience working with large data sets and pipelines, ideally using the Apache software stack (e.g. Spark, HBase)', 'Experience with continuous integration and continuous development solutions (e.g. Jenkins, etc.)', 'Good communication skills and teamwork', 'Passion for building great products', 'Curiosity and desire to learn']","Help us grow our knowledge graph! We're seeking a Sr Data Engineer to work on improving data workflows to enrich Apple's knowledge graph. As an expert in developing software to manage large, dynamic datasets, you'll be building and optimizing pipelines for data ingestion, cleaning, transformation and evaluation to support a rapidly scaling organization.","Apple is hiring a Sr Data Engineer for the Knowledge Platform team. You'll be working at the frontier of AI, crunching massive amounts of data for our knowledge graph. In a fast-paced, continuously-integrated environment, you'll design and implement robust, scalable data pipeline and solutions capable of processing an ever-growing data set while keeping latency low and quality high. You'll work closely with fellow engineers to integrate new data, and deliver our knowledge products to cross-functional teams in Apple to power customer-facing scenarios. Your responsibilities will also include developing tools and tests to ensure quality and help diagnose issues.",BS or MS in Computer Science or a related field,"['The following experience is nice to have, but not required:', 'Data modeling', 'Experience working with search engines', 'Machine Learning', 'Natural-language processing', 'Apple’s most important resource, our soul, is our people. Apple benefits help further the well-being of our employees and their families in meaningful ways. No matter where you work at Apple, you can take advantage of our health and wellness resources and time-away programs. We’re proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy Apple stock at a discount — both offer everyone at Apple the chance to share in the company’s success. You’ll discover many more benefits of working at Apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on Apple products.', 'Apple benefits programs vary by country and are subject to eligibility requirements.', 'Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics. Apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities. Apple is a drug-free workplace.']"
"AI/ML - Sr Data Engineer (Knowledge Platform), Information Intelligence","Seattle, Washington, United States","May 2, 2022","['3 years of experience as a Software Engineer processing large-scale datasets', 'Excellent programming skills — e.g. Python, Go, Java, Scala.', 'Excellent problem-solving, analytic, and debugging skills', 'Solid computer science and systems foundations; ability to quickly learn new domains', 'Proven software development skills in UNIX-type OS (e.g. Linux, Mac OS)', 'Experience working with large data sets and pipelines, ideally using the Apache software stack (e.g. Spark, HBase)', 'Experience with continuous integration and continuous development solutions (e.g. Jenkins, etc.)', 'Good communication skills and teamwork', 'Passion for building great products', 'Curiosity and desire to learn']","Help us grow our knowledge graph! We're seeking a Sr Data Engineer to work on improving data workflows to enrich Apple's knowledge graph. As an expert in developing software to manage large, dynamic datasets, you'll be building and optimizing pipelines for data ingestion, cleaning, transformation and evaluation to support a rapidly scaling organization.","Apple is hiring a Sr Data Engineer for the Knowledge Platform team. You'll be working at the frontier of AI, crunching massive amounts of data for our knowledge graph. In a fast-paced, continuously-integrated environment, you'll design and implement robust, scalable data pipeline and solutions capable of processing an ever-growing data set while keeping latency low and quality high. You'll work closely with fellow engineers to integrate new data, and deliver our knowledge products to cross-functional teams in Apple to power customer-facing scenarios. Your responsibilities will also include developing tools and tests to ensure quality and help diagnose issues.",BS or MS in Computer Science or a related field,"['The following experience is nice to have, but not required:', 'Data modeling', 'Experience working with search engines', 'Machine Learning', 'Natural-language processing']"
"Data Engineer – Data Platform, Scala / Java - Apple Media Products (AMP)","New York City, New York, United States","May 2, 2022","['Experience in designing and supporting highly scalable data systems and services written in Scala or Java.', 'A strong knowledge of data structures and algorithms.', 'Experience of using data metastores, e.g. Apache Hive. Integration of data metastores with Spark and other environments.', 'Understanding of serialization formats and schema evolution.', 'Experience with Big Data file and table formats e.g. Parquet and Iceberg.', 'In-depth knowledge of one or more Big Data systems including internal implementation. For example: NoSql store, distributed message queue, search or indexing product.', 'Experience with key/value stores, relational databases and Solr/Lucene/elasticsearch.', 'Building and supporting APIs for engineers. Versioning and compatibility, wire formats, HTTP frameworks, authentication, tracing and monitoring.', 'Communicating with users and driving adoption. Troubleshooting and diagnosing issues, advising on integrations and migrations.', 'Some experience of building user interfaces.']","The Data Platform team is looking for enthusiastic engineers to help build the next generation of our data platforms, pipelines and services. This is a phenomenal opportunity to work within Apple Media Products, the team behind the App Store, Apple Music, Apple TV, and many other high-profile products. 

We are looking for backend engineers with Big Data experience who enjoy working on problems at scale. Essential experience includes building data platform infrastructure using technologies such as Spark, Hadoop, Hive and Kafka, as well as proficiency in Scala or Java. We offer a flexible, family-friendly working environment and a wide range of competitive benefits. You will be encouraged and supported to do your best work and to have fun doing so. 

If this sounds exciting to you, we'd love to hear from you!","We provide platforms, services, tools and datasets for use by engineering teams within Apple. We cover batch, realtime and near-realtime requirements, handling petabytes of data and ultimately supporting hundreds of millions of customers.

In this role you will build infrastructure to drive these highly visible global-scale systems.

You will work with attention to usability, performance, scalability and high availability of your systems. You will support other engineering teams as they adopt these systems for their own products.

If you are a developer with experience of Big Data, and are looking for your next challenge, then we would love to hear from you.",BS degree in Computer Science or a related field,[]
Senior Data Engineer,"Austin, Texas, United States","May 2, 2022","['Demonstrated ability in developing ETL jobs for analyzing and processing high-volume data using Spark/Flink/Storm on AWS or similar cloud platform', 'Expert knowledge of one or more object-oriented programming languages (Scala/Java)', 'Proficient at schema design, data modeling concepts and SQL', 'Excellent problem-solving and analytic skills', 'Experience with query APIs using JSON, Protocol Buffers, or XML', 'Expertise in scripting languages such as Python, Ruby etc.', 'Experience in relational/MPP database technologies such as Teradata, SingleStore, Redshift, Postgres, Oracle, Druid etc.', 'Experience with workflow management tools: Azkaban, Oozie, Airflow, Jenkins, GitHub Actions etc.', 'Experience using NoSQL/columnar solutions like Cassandra, Singlestore', 'Experience with Kubernetes, AWS, Docker', 'Experience with Scala, Java, Spark', 'Strong experience in building robust and scalable data pipelines', 'Expert with streaming and batch data processing', 'Ability to learn and research new technologies rapidly', 'Active contributions to open source projects is a plus', 'Developed large-scale backend storage systems']","Imagine what you could do here. At Apple, extraordinary ideas have a way of becoming industry leading products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. 

IS Data Services team is looking for a creative and motivated Data engineer with excellent problem solving and interpersonal skills. The work we do here has a large impact on Apple. It enables our internal businesses to do their best work, & provide rich, engaging experiences to our customers and partners. 

We would love to hear from you if you're enthusiastic, highly motivated, and want to make an impact!","As part of the IS Data Engineering team, you will be responsible for building the next generation of data engineering solutions in the org. You will be challenged to find creative solutions to technical problems, feel comfortable working with complex systems and large data sets, collaborating in a global environment. 

This role is multi functional and the candidate will work across technologies.

Attention to detail and a dedication to deliver a high-quality product is essential. 

To be successful you are self-motivated; driven to exceed commitments. 

You also need to exude tight-knit collaboration skills and possess a strong passion to work in a growing, energizing environment of innovation. If you want to be part of this amazing team, this position is for you.

Responsibilities of the position: 
-  Demonstrate stateful and stateless data processing techniques to build and extend robust join and aggregation pipelines
-  You will work closely with DevOps teams to have robust monitoring and alerting across ETL framework
-  Drive new POCs to keep pushing the boundaries in the Data Engineering domain
-  Develop scalability and workload isolation strategies for multi-tenant real-time data processing systems
-  Own the responsibility for the data quality, scalability, SLAs and performance for the datasets and pipelines
-  Partner with SRE to triage, investigate, and remediate production issues
-  Message processing and data replication using queuing systems like Kafka etc.
-  Deep understanding of distributed system architecture patterns
-  Independently identify problems and drive team or organization-wide consensus on solutions","B.S., M.S. or Ph.D. in Computer Science or equivalent experience.","['-  Knowledge of Database(Relational/NoSQL) Systems', '-  Additional understanding on Data Security is a plus', '-  Open to relocation to Elk Grove, Denver, Dallas and Austin.']"
Software Data Engineer - Analytics Engineering,"Seattle, Washington, United States","May 1, 2022","['5+ years of programming experience, preferably in Java, Scala, or Python', 'Proficiency in data processing using technologies like Spark Streaming, Spark SQL, or Map/Reduce', 'Expertise in Hadoop related technologies such as HDFS, Azkaban, Oozie, Impala, Hive, and Pig', 'Proficiency with databases and SQL is required', 'Expertise in developing big data pipelines using technologies like Kafka, Flume, or Storm', 'Experience with large scale data warehousing, mining or analytic systems', 'Ability to work with analysts to gather requirements and translate them into data engineering tasks', 'Aptitude to independently learn new technologies']","The Apple Media Products Engineering team is one of the most exciting examples of Apple’s long-held passion for combining art and technology! These are the people who power the App Store, Apple TV, Apple Music, Apple Podcasts, and Apple Books. And they do it on a massive scale, meeting Apple’s high expectations with dedication to deliver a huge variety of entertainment in over 35 languages to more than 150 countries!

These engineers build secure, end-to-end solutions. They develop the custom software used to process all the creative work, the tools that providers use to deliver that media, all the server-side systems, and the APIs for many Apple services.

Thanks to Apple’s unique integration of hardware, software, and services, engineers here partner to get behind a single unified vision. That vision always includes a deep commitment to strengthening Apple’s privacy policy, one of Apple’s core values. Although services are a bigger part of Apple’s business than ever before, these teams remain small, forward-thinking, and multi-functional, offering greater exposure to the array of opportunities here.","As a member of the Data Engineering team, you will have significant responsibility and influence in shaping its strategic direction. This role is inherently multi-functional, and the ideal candidate will work across disciplines. We are looking for someone with a love for data and ability to iterate quickly on all stages of data pipeline. 

This position involves working on a small team to develop large scale data pipelines and analytical solutions using Big Data technologies. Successful candidates will have strong engineering skills and communication, as well as, a belief that data driven processes lead to phenomenal products. You will need to have a passion for quality and an ability to understand sophisticated systems.","Bachelor's degree or equivalent work experience in Engineering, Computer Science, Business Information Systems.


Apple is an equal opportunity employer and value diversity at our company. Apple does not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",[]
"Senior Software Engineer - Data, Global Business Intelligence","Austin, Texas, United States","Apr 29, 2022","['Experience in designing and building dimensional data models to improve accessibility, efficiency, and quality of data a plus', 'Database development experience with Relational or MPP/distributed systems such as Oracle/Teradata/Vertica/Hadoop (we need to add aspects of cloud)', 'Programming experience in building high quality software. Skills with Java, Python or Scala preferred', 'Experience in designing and developing ETL data pipelines. Should be proficient in writing Advanced SQLs, Expertise in performance tuning of SQLs', 'Demonstrate strong understanding of development processes and agile methodologies', 'Strong analytical and communication skills', 'Self-driven, highly motivated and ability to learn quick', 'Experience with or advanced courses on data science and machine learning is a plus', 'Work/project experience with big data and advanced programming languages is a plus', 'Experience developing Big Data/Hadoop applications using java, Spark, hive, oozie, Kafka, and Map Reduce is a huge plus', 'Experience with Tableau and BO a plus']","At Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. 
Would you like to work in a fast-paced environment where your technical abilities will be challenged on a day-to-day basis? If so, Apple's Global Business Intelligence (GBI) team is seeking a Data Engineer to build high quality, scalable and resilient solutions that empowers the business. Apple's Enterprise Data warehouse landscape caters to a wide variety of real-time, near real-time and batch analytical solutions. These solutions are integral part of business functions like Sales, Operations, Finance, AppleCare, Marketing and Internet Services, enabling business drivers to make critical decisions. We leverage a diverse technology stacks such as Snowflake, AWS, Teradata, HANA, Hadoop, Kafka, Spark, Cassandra and beyond. Designing, Developing and scaling these big data technologies are a core part of our daily job. 
The ideal candidate for this position, should have passion for data, will be able think outside of the box and should have passion for building analytics solutions to enable our business partners to make time sensitive and critical decisions.","Design and build data structures on MPP platform like Teradata or , Hadoop to provide efficient reporting and analytics capability Design and build highly scalable data pipelines using new generation tools and technologies like SparkSpark and , Kafka Translate complex business requirements into scalable technical solutions, meeting data warehousing design standards Strong understanding of analytics needs and a proactive approach, focusing on reusable solutions to improve the efficiency Build dashboards using Self-Service tools like Tableau and perform iterative data analysis to support business Collaborate with multiple cross functional teams and work on solutions which has larger impact on Apple business",Bachelor's Degree,"['Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants. We at Apple we are committed to working with and providing reasonable accommodation']"
Power & Performance Data Engineer,"San Diego, California, United States","Apr 29, 2022","['Excellent programming skills in C, C++, Python or Java', 'Prior experience developing production software', '2 years minimum experience with Linux system administration and command line tools', 'Strong analytical thinking', 'Self-motivated and able to work independently', 'Excellent spoken and written communication skills']","Meaningful insights require a solid infrastructure that is able to scale with the large amount of data coming in. Our team is responsible for discovering such great insights from a sea of data, and our infrastructure needs innovative ideas to improve its performance and ease-of-use. Would you like to help understand the challenges of building and maintaining a large-scale analytics infrastructure? Are you excited about identifying areas for improvement and creating out-of-the-box solutions? If this describes you, we would love to hear from you!","We're looking for a motivated engineer with excellent programming, problem solving and communication skills. In this role, you will be responsible for effective provisioning, installation/configuration, operation, and maintenance of our team’s analytics infrastructure. You will enable continued innovation and progress within the infrastructure through research and development. You will help and support the execution, test and roll-out of solutions. To be successful in this role, you must have a solid software engineering background and be able to write production level code. As a member of this team, you will have the opportunity to solve challenging engineering problems across a broad range of Apple products.","B.S., M.S. or Ph.D. in Computer Science, Electrical Engineering or equivalent",['PLEASE NOTE: This position will be based in our San Diego location. Travel of up to 20% will also be required.']
Sr. Big Data Engineer - Production Engineering,"Austin, Texas, United States","Apr 27, 2022","['3-4 years of validated experience in a professional programming position', 'Solid understanding and experience of core Java programming, performance, multi-threading, garbage collection', 'Strong education in Computer Science, Software Engineering, Operating Systems, Networking, Load balancing etc.', 'Experience with Python and/or Go development highly desirable', 'Experience with public clouds (GCP & AWS) highly desirable', 'Knowledge of deployments in Kubernetes containers highly desirable', 'Proven experience and knowledge in any one of Big Data Technologies such as Hadoop, Spark, Kafka, HBase, Presto etc.', 'Experience in handling ETL pipelines, designing measurable SLAs for ETLs and handling of upstream and down stream data processing in near realtime.', 'Experience in Open Source software development and CI/CD is desirable', 'Experience in handling architectural and design considerations such as performance, scalability, reusability and flexibility issues']","Imagine what you could do here. At Apple, extraordinary ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! This position is in the Big Data Engineering team that manages various powerful open source technologies in Streaming, Data Science and Big Data Analytics areas, including Kafka, Hadoop, Spark and AI/ML. You should have experience developing/deploying large-scale big data analytics/streaming applications and services.","Do you love building highly scalable, distributed web applications that efficiently deal with large amounts of data? Does the idea of mastering a variety of big data technologies and building the right ones for each application make your heart leap? Would you like to work in a fast-paced environment where your technical abilities will be challenged on a day to day basis? Do you want your work to make a difference in the lives of millions of people who use Apple's products and services?

If so, this team is looking for a highly motivated, diligent, energetic individual with excellent written and oral skills who also is able to think creatively and question assumptions! In this role, you will be part of a fast growing, cohesive team with many exciting responsibilities related to Big Data, including:
-  Build a Big Data Cloud Platform
-  Setup of Kafka brokers, Kafka MirrorMakers and Kafka Zookeeper on hosts including a combination of bare metal systems, VMs and Containers.
-  Setup of Hadoop clusters with related technologies on hosts including a combination of bare metal systems, VMs and Containers.
-  Develop scalable, robust systems that will be highly adaptable to changing business needs.
-  Define/develop Big Data technologies, platforms and applications
-  Architect, improve, and scale applications to the next level. 
-  Collaborate with application owners, developers and project managers.
-  Recommend and deploy tools and processes to enable rapid development, deployment and operations of big data solutions.
-  Be a specialist for application teams in advocating design of highly scalable, low latency / high throughput data processing, data conversion and ETL.",BS Computer Science or equivalent (MS Preferred),[]
